,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
190540,28/4/2007,01:04:00,?,?,?,?,?,?,
190541,28/4/2007,01:05:00,?,?,?,?,?,?,
190542,28/4/2007,01:06:00,?,?,?,?,?,?,
190543,28/4/2007,01:07:00,?,?,?,?,?,?,
190544,28/4/2007,01:08:00,?,?,?,?,?,?,
190545,28/4/2007,01:09:00,?,?,?,?,?,?,
190546,28/4/2007,01:10:00,?,?,?,?,?,?,
190547,28/4/2007,01:11:00,?,?,?,?,?,?,
190548,28/4/2007,01:12:00,?,?,?,?,?,?,
190549,28/4/2007,01:13:00,?,?,?,?,?,?,
190550,28/4/2007,01:14:00,?,?,?,?,?,?,
190551,28/4/2007,01:15:00,?,?,?,?,?,?,
190552,28/4/2007,01:16:00,?,?,?,?,?,?,
190553,28/4/2007,01:17:00,?,?,?,?,?,?,
190554,28/4/2007,01:18:00,?,?,?,?,?,?,
190555,28/4/2007,01:19:00,?,?,?,?,?,?,
190556,28/4/2007,01:20:00,?,?,?,?,?,?,
190557,28/4/2007,01:21:00,?,?,?,?,?,?,
190558,28/4/2007,01:22:00,?,?,?,?,?,?,
190559,28/4/2007,01:23:00,?,?,?,?,?,?,
190560,28/4/2007,01:24:00,?,?,?,?,?,?,
190561,28/4/2007,01:25:00,?,?,?,?,?,?,
190562,28/4/2007,01:26:00,?,?,?,?,?,?,
190563,28/4/2007,01:27:00,?,?,?,?,?,?,
190564,28/4/2007,01:28:00,?,?,?,?,?,?,
190565,28/4/2007,01:29:00,?,?,?,?,?,?,
190566,28/4/2007,01:30:00,?,?,?,?,?,?,
190567,28/4/2007,01:31:00,?,?,?,?,?,?,
190568,28/4/2007,01:32:00,?,?,?,?,?,?,
190569,28/4/2007,01:33:00,?,?,?,?,?,?,
190570,28/4/2007,01:34:00,?,?,?,?,?,?,
190571,28/4/2007,01:35:00,?,?,?,?,?,?,
190572,28/4/2007,01:36:00,?,?,?,?,?,?,
190573,28/4/2007,01:37:00,?,?,?,?,?,?,
190574,28/4/2007,01:38:00,?,?,?,?,?,?,
190575,28/4/2007,01:39:00,?,?,?,?,?,?,
190576,28/4/2007,01:40:00,?,?,?,?,?,?,
190577,28/4/2007,01:41:00,?,?,?,?,?,?,
190578,28/4/2007,01:42:00,?,?,?,?,?,?,
190579,28/4/2007,01:43:00,?,?,?,?,?,?,
190580,28/4/2007,01:44:00,?,?,?,?,?,?,
190581,28/4/2007,01:45:00,?,?,?,?,?,?,
190582,28/4/2007,01:46:00,?,?,?,?,?,?,
190583,28/4/2007,01:47:00,?,?,?,?,?,?,
190584,28/4/2007,01:48:00,?,?,?,?,?,?,
190585,28/4/2007,01:49:00,?,?,?,?,?,?,
190586,28/4/2007,01:50:00,?,?,?,?,?,?,
190587,28/4/2007,01:51:00,?,?,?,?,?,?,
190588,28/4/2007,01:52:00,?,?,?,?,?,?,
190589,28/4/2007,01:53:00,?,?,?,?,?,?,
190590,28/4/2007,01:54:00,?,?,?,?,?,?,
190591,28/4/2007,01:55:00,?,?,?,?,?,?,
190592,28/4/2007,01:56:00,?,?,?,?,?,?,
190593,28/4/2007,01:57:00,?,?,?,?,?,?,
190594,28/4/2007,01:58:00,?,?,?,?,?,?,
190595,28/4/2007,01:59:00,?,?,?,?,?,?,
190596,28/4/2007,02:00:00,?,?,?,?,?,?,
190597,28/4/2007,02:01:00,?,?,?,?,?,?,
190598,28/4/2007,02:02:00,?,?,?,?,?,?,
190599,28/4/2007,02:03:00,?,?,?,?,?,?,
190600,28/4/2007,02:04:00,?,?,?,?,?,?,
190601,28/4/2007,02:05:00,?,?,?,?,?,?,
190602,28/4/2007,02:06:00,?,?,?,?,?,?,
190603,28/4/2007,02:07:00,?,?,?,?,?,?,
190604,28/4/2007,02:08:00,?,?,?,?,?,?,
190605,28/4/2007,02:09:00,?,?,?,?,?,?,
190606,28/4/2007,02:10:00,?,?,?,?,?,?,
190607,28/4/2007,02:11:00,?,?,?,?,?,?,
190608,28/4/2007,02:12:00,?,?,?,?,?,?,
190609,28/4/2007,02:13:00,?,?,?,?,?,?,
190610,28/4/2007,02:14:00,?,?,?,?,?,?,
190611,28/4/2007,02:15:00,?,?,?,?,?,?,
190612,28/4/2007,02:16:00,?,?,?,?,?,?,
190613,28/4/2007,02:17:00,?,?,?,?,?,?,
190614,28/4/2007,02:18:00,?,?,?,?,?,?,
190615,28/4/2007,02:19:00,?,?,?,?,?,?,
190616,28/4/2007,02:20:00,?,?,?,?,?,?,
190617,28/4/2007,02:21:00,?,?,?,?,?,?,
190618,28/4/2007,02:22:00,?,?,?,?,?,?,
190619,28/4/2007,02:23:00,?,?,?,?,?,?,
190620,28/4/2007,02:24:00,?,?,?,?,?,?,
190621,28/4/2007,02:25:00,?,?,?,?,?,?,
190622,28/4/2007,02:26:00,?,?,?,?,?,?,
190623,28/4/2007,02:27:00,?,?,?,?,?,?,
190624,28/4/2007,02:28:00,?,?,?,?,?,?,
190625,28/4/2007,02:29:00,?,?,?,?,?,?,
190626,28/4/2007,02:30:00,?,?,?,?,?,?,
190627,28/4/2007,02:31:00,?,?,?,?,?,?,
190628,28/4/2007,02:32:00,?,?,?,?,?,?,
190629,28/4/2007,02:33:00,?,?,?,?,?,?,
190630,28/4/2007,02:34:00,?,?,?,?,?,?,
190631,28/4/2007,02:35:00,?,?,?,?,?,?,
190632,28/4/2007,02:36:00,?,?,?,?,?,?,
190633,28/4/2007,02:37:00,?,?,?,?,?,?,
190634,28/4/2007,02:38:00,?,?,?,?,?,?,
190635,28/4/2007,02:39:00,?,?,?,?,?,?,
190636,28/4/2007,02:40:00,?,?,?,?,?,?,
190637,28/4/2007,02:41:00,?,?,?,?,?,?,
190638,28/4/2007,02:42:00,?,?,?,?,?,?,
190639,28/4/2007,02:43:00,?,?,?,?,?,?,
190640,28/4/2007,02:44:00,?,?,?,?,?,?,
190641,28/4/2007,02:45:00,?,?,?,?,?,?,
190642,28/4/2007,02:46:00,?,?,?,?,?,?,
190643,28/4/2007,02:47:00,?,?,?,?,?,?,
190644,28/4/2007,02:48:00,?,?,?,?,?,?,
190645,28/4/2007,02:49:00,?,?,?,?,?,?,
190646,28/4/2007,02:50:00,?,?,?,?,?,?,
190647,28/4/2007,02:51:00,?,?,?,?,?,?,
190648,28/4/2007,02:52:00,?,?,?,?,?,?,
190649,28/4/2007,02:53:00,?,?,?,?,?,?,
190650,28/4/2007,02:54:00,?,?,?,?,?,?,
190651,28/4/2007,02:55:00,?,?,?,?,?,?,
190652,28/4/2007,02:56:00,?,?,?,?,?,?,
190653,28/4/2007,02:57:00,?,?,?,?,?,?,
190654,28/4/2007,02:58:00,?,?,?,?,?,?,
190655,28/4/2007,02:59:00,?,?,?,?,?,?,
190656,28/4/2007,03:00:00,?,?,?,?,?,?,
190657,28/4/2007,03:01:00,?,?,?,?,?,?,
190658,28/4/2007,03:02:00,?,?,?,?,?,?,
190659,28/4/2007,03:03:00,?,?,?,?,?,?,
190660,28/4/2007,03:04:00,?,?,?,?,?,?,
190661,28/4/2007,03:05:00,?,?,?,?,?,?,
190662,28/4/2007,03:06:00,?,?,?,?,?,?,
190663,28/4/2007,03:07:00,?,?,?,?,?,?,
190664,28/4/2007,03:08:00,?,?,?,?,?,?,
190665,28/4/2007,03:09:00,?,?,?,?,?,?,
190666,28/4/2007,03:10:00,?,?,?,?,?,?,
190667,28/4/2007,03:11:00,?,?,?,?,?,?,
190668,28/4/2007,03:12:00,?,?,?,?,?,?,
190669,28/4/2007,03:13:00,?,?,?,?,?,?,
190670,28/4/2007,03:14:00,?,?,?,?,?,?,
190671,28/4/2007,03:15:00,?,?,?,?,?,?,
190672,28/4/2007,03:16:00,?,?,?,?,?,?,
190673,28/4/2007,03:17:00,?,?,?,?,?,?,
190674,28/4/2007,03:18:00,?,?,?,?,?,?,
190675,28/4/2007,03:19:00,?,?,?,?,?,?,
190676,28/4/2007,03:20:00,?,?,?,?,?,?,
190677,28/4/2007,03:21:00,?,?,?,?,?,?,
190678,28/4/2007,03:22:00,?,?,?,?,?,?,
190679,28/4/2007,03:23:00,?,?,?,?,?,?,
190680,28/4/2007,03:24:00,?,?,?,?,?,?,
190681,28/4/2007,03:25:00,?,?,?,?,?,?,
190682,28/4/2007,03:26:00,?,?,?,?,?,?,
190683,28/4/2007,03:27:00,?,?,?,?,?,?,
190684,28/4/2007,03:28:00,?,?,?,?,?,?,
190685,28/4/2007,03:29:00,?,?,?,?,?,?,
190686,28/4/2007,03:30:00,?,?,?,?,?,?,
190687,28/4/2007,03:31:00,?,?,?,?,?,?,
190688,28/4/2007,03:32:00,?,?,?,?,?,?,
190689,28/4/2007,03:33:00,?,?,?,?,?,?,
190690,28/4/2007,03:34:00,?,?,?,?,?,?,
190691,28/4/2007,03:35:00,?,?,?,?,?,?,
190692,28/4/2007,03:36:00,?,?,?,?,?,?,
190693,28/4/2007,03:37:00,?,?,?,?,?,?,
190694,28/4/2007,03:38:00,?,?,?,?,?,?,
190695,28/4/2007,03:39:00,?,?,?,?,?,?,
190696,28/4/2007,03:40:00,?,?,?,?,?,?,
190697,28/4/2007,03:41:00,?,?,?,?,?,?,
190698,28/4/2007,03:42:00,?,?,?,?,?,?,
190699,28/4/2007,03:43:00,?,?,?,?,?,?,
190700,28/4/2007,03:44:00,?,?,?,?,?,?,
190701,28/4/2007,03:45:00,?,?,?,?,?,?,
190702,28/4/2007,03:46:00,?,?,?,?,?,?,
190703,28/4/2007,03:47:00,?,?,?,?,?,?,
190704,28/4/2007,03:48:00,?,?,?,?,?,?,
190705,28/4/2007,03:49:00,?,?,?,?,?,?,
190706,28/4/2007,03:50:00,?,?,?,?,?,?,
190707,28/4/2007,03:51:00,?,?,?,?,?,?,
190708,28/4/2007,03:52:00,?,?,?,?,?,?,
190709,28/4/2007,03:53:00,?,?,?,?,?,?,
190710,28/4/2007,03:54:00,?,?,?,?,?,?,
190711,28/4/2007,03:55:00,?,?,?,?,?,?,
190712,28/4/2007,03:56:00,?,?,?,?,?,?,
190713,28/4/2007,03:57:00,?,?,?,?,?,?,
190714,28/4/2007,03:58:00,?,?,?,?,?,?,
190715,28/4/2007,03:59:00,?,?,?,?,?,?,
190716,28/4/2007,04:00:00,?,?,?,?,?,?,
190717,28/4/2007,04:01:00,?,?,?,?,?,?,
190718,28/4/2007,04:02:00,?,?,?,?,?,?,
190719,28/4/2007,04:03:00,?,?,?,?,?,?,
190720,28/4/2007,04:04:00,?,?,?,?,?,?,
190721,28/4/2007,04:05:00,?,?,?,?,?,?,
190722,28/4/2007,04:06:00,?,?,?,?,?,?,
190723,28/4/2007,04:07:00,?,?,?,?,?,?,
190724,28/4/2007,04:08:00,?,?,?,?,?,?,
190725,28/4/2007,04:09:00,?,?,?,?,?,?,
190726,28/4/2007,04:10:00,?,?,?,?,?,?,
190727,28/4/2007,04:11:00,?,?,?,?,?,?,
190728,28/4/2007,04:12:00,?,?,?,?,?,?,
190729,28/4/2007,04:13:00,?,?,?,?,?,?,
190730,28/4/2007,04:14:00,?,?,?,?,?,?,
190731,28/4/2007,04:15:00,?,?,?,?,?,?,
190732,28/4/2007,04:16:00,?,?,?,?,?,?,
190733,28/4/2007,04:17:00,?,?,?,?,?,?,
190734,28/4/2007,04:18:00,?,?,?,?,?,?,
190735,28/4/2007,04:19:00,?,?,?,?,?,?,
190736,28/4/2007,04:20:00,?,?,?,?,?,?,
190737,28/4/2007,04:21:00,?,?,?,?,?,?,
190738,28/4/2007,04:22:00,?,?,?,?,?,?,
190739,28/4/2007,04:23:00,?,?,?,?,?,?,
190740,28/4/2007,04:24:00,?,?,?,?,?,?,
190741,28/4/2007,04:25:00,?,?,?,?,?,?,
190742,28/4/2007,04:26:00,?,?,?,?,?,?,
190743,28/4/2007,04:27:00,?,?,?,?,?,?,
190744,28/4/2007,04:28:00,?,?,?,?,?,?,
190745,28/4/2007,04:29:00,?,?,?,?,?,?,
190746,28/4/2007,04:30:00,?,?,?,?,?,?,
190747,28/4/2007,04:31:00,?,?,?,?,?,?,
190748,28/4/2007,04:32:00,?,?,?,?,?,?,
190749,28/4/2007,04:33:00,?,?,?,?,?,?,
190750,28/4/2007,04:34:00,?,?,?,?,?,?,
190751,28/4/2007,04:35:00,?,?,?,?,?,?,
190752,28/4/2007,04:36:00,?,?,?,?,?,?,
190753,28/4/2007,04:37:00,?,?,?,?,?,?,
190754,28/4/2007,04:38:00,?,?,?,?,?,?,
190755,28/4/2007,04:39:00,?,?,?,?,?,?,
190756,28/4/2007,04:40:00,?,?,?,?,?,?,
190757,28/4/2007,04:41:00,?,?,?,?,?,?,
190758,28/4/2007,04:42:00,?,?,?,?,?,?,
190759,28/4/2007,04:43:00,?,?,?,?,?,?,
190760,28/4/2007,04:44:00,?,?,?,?,?,?,
190761,28/4/2007,04:45:00,?,?,?,?,?,?,
190762,28/4/2007,04:46:00,?,?,?,?,?,?,
190763,28/4/2007,04:47:00,?,?,?,?,?,?,
190764,28/4/2007,04:48:00,?,?,?,?,?,?,
190765,28/4/2007,04:49:00,?,?,?,?,?,?,
190766,28/4/2007,04:50:00,?,?,?,?,?,?,
190767,28/4/2007,04:51:00,?,?,?,?,?,?,
190768,28/4/2007,04:52:00,?,?,?,?,?,?,
190769,28/4/2007,04:53:00,?,?,?,?,?,?,
190770,28/4/2007,04:54:00,?,?,?,?,?,?,
190771,28/4/2007,04:55:00,?,?,?,?,?,?,
190772,28/4/2007,04:56:00,?,?,?,?,?,?,
190773,28/4/2007,04:57:00,?,?,?,?,?,?,
190774,28/4/2007,04:58:00,?,?,?,?,?,?,
190775,28/4/2007,04:59:00,?,?,?,?,?,?,
190776,28/4/2007,05:00:00,?,?,?,?,?,?,
190777,28/4/2007,05:01:00,?,?,?,?,?,?,
190778,28/4/2007,05:02:00,?,?,?,?,?,?,
190779,28/4/2007,05:03:00,?,?,?,?,?,?,
190780,28/4/2007,05:04:00,?,?,?,?,?,?,
190781,28/4/2007,05:05:00,?,?,?,?,?,?,
190782,28/4/2007,05:06:00,?,?,?,?,?,?,
190783,28/4/2007,05:07:00,?,?,?,?,?,?,
190784,28/4/2007,05:08:00,?,?,?,?,?,?,
190785,28/4/2007,05:09:00,?,?,?,?,?,?,
190786,28/4/2007,05:10:00,?,?,?,?,?,?,
190787,28/4/2007,05:11:00,?,?,?,?,?,?,
190788,28/4/2007,05:12:00,?,?,?,?,?,?,
190789,28/4/2007,05:13:00,?,?,?,?,?,?,
190790,28/4/2007,05:14:00,?,?,?,?,?,?,
190791,28/4/2007,05:15:00,?,?,?,?,?,?,
190792,28/4/2007,05:16:00,?,?,?,?,?,?,
190793,28/4/2007,05:17:00,?,?,?,?,?,?,
190794,28/4/2007,05:18:00,?,?,?,?,?,?,
190795,28/4/2007,05:19:00,?,?,?,?,?,?,
190796,28/4/2007,05:20:00,?,?,?,?,?,?,
190797,28/4/2007,05:21:00,?,?,?,?,?,?,
190798,28/4/2007,05:22:00,?,?,?,?,?,?,
190799,28/4/2007,05:23:00,?,?,?,?,?,?,
190800,28/4/2007,05:24:00,?,?,?,?,?,?,
190801,28/4/2007,05:25:00,?,?,?,?,?,?,
190802,28/4/2007,05:26:00,?,?,?,?,?,?,
190803,28/4/2007,05:27:00,?,?,?,?,?,?,
190804,28/4/2007,05:28:00,?,?,?,?,?,?,
190805,28/4/2007,05:29:00,?,?,?,?,?,?,
190806,28/4/2007,05:30:00,?,?,?,?,?,?,
190807,28/4/2007,05:31:00,?,?,?,?,?,?,
190808,28/4/2007,05:32:00,?,?,?,?,?,?,
190809,28/4/2007,05:33:00,?,?,?,?,?,?,
190810,28/4/2007,05:34:00,?,?,?,?,?,?,
190811,28/4/2007,05:35:00,?,?,?,?,?,?,
190812,28/4/2007,05:36:00,?,?,?,?,?,?,
190813,28/4/2007,05:37:00,?,?,?,?,?,?,
190814,28/4/2007,05:38:00,?,?,?,?,?,?,
190815,28/4/2007,05:39:00,?,?,?,?,?,?,
190816,28/4/2007,05:40:00,?,?,?,?,?,?,
190817,28/4/2007,05:41:00,?,?,?,?,?,?,
190818,28/4/2007,05:42:00,?,?,?,?,?,?,
190819,28/4/2007,05:43:00,?,?,?,?,?,?,
190820,28/4/2007,05:44:00,?,?,?,?,?,?,
190821,28/4/2007,05:45:00,?,?,?,?,?,?,
190822,28/4/2007,05:46:00,?,?,?,?,?,?,
190823,28/4/2007,05:47:00,?,?,?,?,?,?,
190824,28/4/2007,05:48:00,?,?,?,?,?,?,
190825,28/4/2007,05:49:00,?,?,?,?,?,?,
190826,28/4/2007,05:50:00,?,?,?,?,?,?,
190827,28/4/2007,05:51:00,?,?,?,?,?,?,
190828,28/4/2007,05:52:00,?,?,?,?,?,?,
190829,28/4/2007,05:53:00,?,?,?,?,?,?,
190830,28/4/2007,05:54:00,?,?,?,?,?,?,
190831,28/4/2007,05:55:00,?,?,?,?,?,?,
190832,28/4/2007,05:56:00,?,?,?,?,?,?,
190833,28/4/2007,05:57:00,?,?,?,?,?,?,
190834,28/4/2007,05:58:00,?,?,?,?,?,?,
190835,28/4/2007,05:59:00,?,?,?,?,?,?,
190836,28/4/2007,06:00:00,?,?,?,?,?,?,
190837,28/4/2007,06:01:00,?,?,?,?,?,?,
190838,28/4/2007,06:02:00,?,?,?,?,?,?,
190839,28/4/2007,06:03:00,?,?,?,?,?,?,
190840,28/4/2007,06:04:00,?,?,?,?,?,?,
190841,28/4/2007,06:05:00,?,?,?,?,?,?,
190842,28/4/2007,06:06:00,?,?,?,?,?,?,
190843,28/4/2007,06:07:00,?,?,?,?,?,?,
190844,28/4/2007,06:08:00,?,?,?,?,?,?,
190845,28/4/2007,06:09:00,?,?,?,?,?,?,
190846,28/4/2007,06:10:00,?,?,?,?,?,?,
190847,28/4/2007,06:11:00,?,?,?,?,?,?,
190848,28/4/2007,06:12:00,?,?,?,?,?,?,
190849,28/4/2007,06:13:00,?,?,?,?,?,?,
190850,28/4/2007,06:14:00,?,?,?,?,?,?,
190851,28/4/2007,06:15:00,?,?,?,?,?,?,
190852,28/4/2007,06:16:00,?,?,?,?,?,?,
190853,28/4/2007,06:17:00,?,?,?,?,?,?,
190854,28/4/2007,06:18:00,?,?,?,?,?,?,
190855,28/4/2007,06:19:00,?,?,?,?,?,?,
190856,28/4/2007,06:20:00,?,?,?,?,?,?,
190857,28/4/2007,06:21:00,?,?,?,?,?,?,
190858,28/4/2007,06:22:00,?,?,?,?,?,?,
190859,28/4/2007,06:23:00,?,?,?,?,?,?,
190860,28/4/2007,06:24:00,?,?,?,?,?,?,
190861,28/4/2007,06:25:00,?,?,?,?,?,?,
190862,28/4/2007,06:26:00,?,?,?,?,?,?,
190863,28/4/2007,06:27:00,?,?,?,?,?,?,
190864,28/4/2007,06:28:00,?,?,?,?,?,?,
190865,28/4/2007,06:29:00,?,?,?,?,?,?,
190866,28/4/2007,06:30:00,?,?,?,?,?,?,
190867,28/4/2007,06:31:00,?,?,?,?,?,?,
190868,28/4/2007,06:32:00,?,?,?,?,?,?,
190869,28/4/2007,06:33:00,?,?,?,?,?,?,
190870,28/4/2007,06:34:00,?,?,?,?,?,?,
190871,28/4/2007,06:35:00,?,?,?,?,?,?,
190872,28/4/2007,06:36:00,?,?,?,?,?,?,
190873,28/4/2007,06:37:00,?,?,?,?,?,?,
190874,28/4/2007,06:38:00,?,?,?,?,?,?,
190875,28/4/2007,06:39:00,?,?,?,?,?,?,
190876,28/4/2007,06:40:00,?,?,?,?,?,?,
190877,28/4/2007,06:41:00,?,?,?,?,?,?,
190878,28/4/2007,06:42:00,?,?,?,?,?,?,
190879,28/4/2007,06:43:00,?,?,?,?,?,?,
190880,28/4/2007,06:44:00,?,?,?,?,?,?,
190881,28/4/2007,06:45:00,?,?,?,?,?,?,
190882,28/4/2007,06:46:00,?,?,?,?,?,?,
190883,28/4/2007,06:47:00,?,?,?,?,?,?,
190884,28/4/2007,06:48:00,?,?,?,?,?,?,
190885,28/4/2007,06:49:00,?,?,?,?,?,?,
190886,28/4/2007,06:50:00,?,?,?,?,?,?,
190887,28/4/2007,06:51:00,?,?,?,?,?,?,
190888,28/4/2007,06:52:00,?,?,?,?,?,?,
190889,28/4/2007,06:53:00,?,?,?,?,?,?,
190890,28/4/2007,06:54:00,?,?,?,?,?,?,
190891,28/4/2007,06:55:00,?,?,?,?,?,?,
190892,28/4/2007,06:56:00,?,?,?,?,?,?,
190893,28/4/2007,06:57:00,?,?,?,?,?,?,
190894,28/4/2007,06:58:00,?,?,?,?,?,?,
190895,28/4/2007,06:59:00,?,?,?,?,?,?,
190896,28/4/2007,07:00:00,?,?,?,?,?,?,
190897,28/4/2007,07:01:00,?,?,?,?,?,?,
190898,28/4/2007,07:02:00,?,?,?,?,?,?,
190899,28/4/2007,07:03:00,?,?,?,?,?,?,
190900,28/4/2007,07:04:00,?,?,?,?,?,?,
190901,28/4/2007,07:05:00,?,?,?,?,?,?,
190902,28/4/2007,07:06:00,?,?,?,?,?,?,
190903,28/4/2007,07:07:00,?,?,?,?,?,?,
190904,28/4/2007,07:08:00,?,?,?,?,?,?,
190905,28/4/2007,07:09:00,?,?,?,?,?,?,
190906,28/4/2007,07:10:00,?,?,?,?,?,?,
190907,28/4/2007,07:11:00,?,?,?,?,?,?,
190908,28/4/2007,07:12:00,?,?,?,?,?,?,
190909,28/4/2007,07:13:00,?,?,?,?,?,?,
190910,28/4/2007,07:14:00,?,?,?,?,?,?,
190911,28/4/2007,07:15:00,?,?,?,?,?,?,
190912,28/4/2007,07:16:00,?,?,?,?,?,?,
190913,28/4/2007,07:17:00,?,?,?,?,?,?,
190914,28/4/2007,07:18:00,?,?,?,?,?,?,
190915,28/4/2007,07:19:00,?,?,?,?,?,?,
190916,28/4/2007,07:20:00,?,?,?,?,?,?,
190917,28/4/2007,07:21:00,?,?,?,?,?,?,
190918,28/4/2007,07:22:00,?,?,?,?,?,?,
190919,28/4/2007,07:23:00,?,?,?,?,?,?,
190920,28/4/2007,07:24:00,?,?,?,?,?,?,
190921,28/4/2007,07:25:00,?,?,?,?,?,?,
190922,28/4/2007,07:26:00,?,?,?,?,?,?,
190923,28/4/2007,07:27:00,?,?,?,?,?,?,
190924,28/4/2007,07:28:00,?,?,?,?,?,?,
190925,28/4/2007,07:29:00,?,?,?,?,?,?,
190926,28/4/2007,07:30:00,?,?,?,?,?,?,
190927,28/4/2007,07:31:00,?,?,?,?,?,?,
190928,28/4/2007,07:32:00,?,?,?,?,?,?,
190929,28/4/2007,07:33:00,?,?,?,?,?,?,
190930,28/4/2007,07:34:00,?,?,?,?,?,?,
190931,28/4/2007,07:35:00,?,?,?,?,?,?,
190932,28/4/2007,07:36:00,?,?,?,?,?,?,
190933,28/4/2007,07:37:00,?,?,?,?,?,?,
190934,28/4/2007,07:38:00,?,?,?,?,?,?,
190935,28/4/2007,07:39:00,?,?,?,?,?,?,
190936,28/4/2007,07:40:00,?,?,?,?,?,?,
190937,28/4/2007,07:41:00,?,?,?,?,?,?,
190938,28/4/2007,07:42:00,?,?,?,?,?,?,
190939,28/4/2007,07:43:00,?,?,?,?,?,?,
190940,28/4/2007,07:44:00,?,?,?,?,?,?,
190941,28/4/2007,07:45:00,?,?,?,?,?,?,
190942,28/4/2007,07:46:00,?,?,?,?,?,?,
190943,28/4/2007,07:47:00,?,?,?,?,?,?,
190944,28/4/2007,07:48:00,?,?,?,?,?,?,
190945,28/4/2007,07:49:00,?,?,?,?,?,?,
190946,28/4/2007,07:50:00,?,?,?,?,?,?,
190947,28/4/2007,07:51:00,?,?,?,?,?,?,
190948,28/4/2007,07:52:00,?,?,?,?,?,?,
190949,28/4/2007,07:53:00,?,?,?,?,?,?,
190950,28/4/2007,07:54:00,?,?,?,?,?,?,
190951,28/4/2007,07:55:00,?,?,?,?,?,?,
190952,28/4/2007,07:56:00,?,?,?,?,?,?,
190953,28/4/2007,07:57:00,?,?,?,?,?,?,
190954,28/4/2007,07:58:00,?,?,?,?,?,?,
190955,28/4/2007,07:59:00,?,?,?,?,?,?,
190956,28/4/2007,08:00:00,?,?,?,?,?,?,
190957,28/4/2007,08:01:00,?,?,?,?,?,?,
190958,28/4/2007,08:02:00,?,?,?,?,?,?,
190959,28/4/2007,08:03:00,?,?,?,?,?,?,
190960,28/4/2007,08:04:00,?,?,?,?,?,?,
190961,28/4/2007,08:05:00,?,?,?,?,?,?,
190962,28/4/2007,08:06:00,?,?,?,?,?,?,
190963,28/4/2007,08:07:00,?,?,?,?,?,?,
190964,28/4/2007,08:08:00,?,?,?,?,?,?,
190965,28/4/2007,08:09:00,?,?,?,?,?,?,
